PR ID,PR Author,Title,State,Created At,Merged At,Closed At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues,Repository ID,"Repository Size (Stars, Forks, Contributors, Commits)","Repository Activity (Commits, PRs, Issues)","Project Phase (Before Major Release, After Major Release, Active Phase)"
2338112433,siddharthkumarjha,feat(c++): adding c++ module,open,2025-02-16T08:28:13Z,,,,master,master,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2337921558,shaoyanji,Update README.md,open,2025-02-15T21:20:04Z,,,,master,patch-1,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2330246693,renovate[bot],build(deps): update rust crate clap to 4.5.29,closed,2025-02-12T03:12:18Z,2025-02-12T03:12:20Z,2025-02-12T03:12:20Z,📦 dependencies,master,renovate/clap-crates,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2326616561,renovate[bot],build(deps): update rust crate notify-rust to 4.11.5,closed,2025-02-10T16:47:32Z,2025-02-10T16:47:35Z,2025-02-10T16:47:35Z,📦 dependencies,master,renovate/notify-rust-4.x,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2325102668,renovate[bot],build(deps): lock file maintenance,open,2025-02-10T05:10:09Z,,,📦 dependencies,master,renovate/lockfile-maintenance,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2324409566,Ayyanaruto,[Enhancement] Develop Separator Module for segregating commands.,open,2025-02-09T09:44:48Z,,,,master,develop-seperator,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2324398188,kiramidru,"fix: Issue #6549 - Space after OS icons should be in format, not table",open,2025-02-09T09:15:21Z,,,,master,patch-2,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2324392269,kiramidru,Fix: Issue #6549,closed,2025-02-09T08:59:33Z,,2025-02-09T18:57:02Z,,master,patch-1,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2314962028,Ayyanaruto,fix(fossil_metrics): Add -i flag to the fossil_metrics module's command,closed,2025-02-04T11:52:47Z,2025-02-09T22:09:55Z,2025-02-09T22:09:56Z,,master,fossil-metric,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2308294346,renovate[bot],build(deps): update crate-ci/typos action to v1.29.5,closed,2025-01-31T05:14:59Z,2025-01-31T05:15:02Z,2025-01-31T05:15:02Z,📦 dependencies,master,renovate/crate-ci-typos-1.x,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2307747606,renovate[bot],build(deps): update dependency cargo-wix to 0.3.8,closed,2025-01-30T21:06:02Z,2025-02-01T21:49:06Z,2025-02-01T21:49:06Z,📦 dependencies,master,renovate/cargo-wix-0.x,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2300418059,renovate[bot],build(deps): update rust crate rand to 0.9.0,open,2025-01-27T17:15:52Z,,,📦 dependencies,master,renovate/rand-0.x,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2299118250,siddharthkumarjha,feat(c++): add module for C++ language,closed,2025-01-27T05:53:22Z,,2025-01-30T06:45:49Z,,master,master,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2299113054,renovate[bot],build(deps): lock file maintenance,closed,2025-01-27T05:48:16Z,2025-01-27T05:48:18Z,2025-01-27T05:48:18Z,📦 dependencies,master,renovate/lockfile-maintenance,,,,,,,,,False,,178991158,"47037, 2039, None, None"
2298879058,RFCreate,feat(python): add option to use the parent directory as venv name,open,2025-01-27T00:27:30Z,,,,master,venv_parent,,,,,,,jankatins,,False,,178991158,"47037, 2039, None, None"
2298425828,RoloEdits, feat(python): add support for `python_binary` arguments in config,open,2025-01-26T05:27:53Z,,,,master,uv-python,,,,,,,,,False,,178991158,"47037, 2039, None, None"
