Issue ID,Issue State,Issue Title,Comment ID,Author,Created At,Comment Body
36654,closed,Powertoys causing chromium browsers to have high cpu usage (Utility: Video Capture),2580047164,toybuilder,2025-01-09T12:34:01Z,"I am not sure that is necessarily the reason -- I have experienced high CPU usage in Chrome with the Utility: Video Capture task, but my PowerToys installation has Video Conference Mute disabled."
36654,closed,Powertoys causing chromium browsers to have high cpu usage (Utility: Video Capture),2584497888,cinnamon-msft,2025-01-10T22:16:03Z,"I'm not certain this is related to PowerToys and we'll also be deprecating Video Conference Mute soon, so I'll close this out :)"
36654,closed,Powertoys causing chromium browsers to have high cpu usage (Utility: Video Capture),2661663314,robertwt7,2025-02-16T22:56:47Z,"This is 100% related to this issue. i was looking for this for soo long now on why my Utility Video Capture is taking so much memory after i left the computer open for a while (up to 15-20GB of memory). After so many trial of reinstalling chrome, googling, opening issue on google chrome, disabling `Video Conference Mute` from powertoys resolve my issue!!


Reference
- https://issues.chromium.org/issues/391666316
- https://answers.microsoft.com/en-us/microsoftedge/forum/all/utility-video-capture/10197628-240e-4c45-92bd-d716caf65949
- https://superuser.com/questions/1865950/high-memory-usage-by-chrome-based-applications-mainly-by-video-capture-mojom-v"
36339,closed,Deprecate Video Conference Mute in v0.88,2549657254,cblake777,2024-12-17T21:20:40Z,"Oh sure, despite being told that the feature *WASN'T BEING REMOVED*, we now are told it is going to be removed after all.  It's so wonderful being *lied to.*

*PLEASE* DO NOT REMOVE. As was stated *NUMEROUS* times in #36339, the Windows ""equivalent"" *IS NOT AN EQUIVALENT AT ALL*. This feature is a *constant* in my day-to-day use, and, as can be seen by all the responses in the other thread, a lot of others rely on it as well."
36339,closed,Deprecate Video Conference Mute in v0.88,2549669274,sirmeili,2024-12-17T21:27:05Z,What the hell? You said you were only deprecating it and said it would not be removed. I use this feature daily! Especially the video mute!
36339,closed,Deprecate Video Conference Mute in v0.88,2549735541,kiddailey,2024-12-17T22:04:08Z,"Agreed.  I use this every day as a consistent, simple, reliable way of muting across a variety of applications.

Edit: I think cblake777 may have meant the thread #21473"
36339,closed,Deprecate Video Conference Mute in v0.88,2549766417,RMRx,2024-12-17T22:21:42Z,"Well, until this becomes a OOB OS function, which it certainly should, or another simple, reliable software for this purpose appears, it is ""winget pin add Microsoft.PowerToys"" at 0.87.
How unfortunate."
36339,closed,Deprecate Video Conference Mute in v0.88,2550223953,flyingwolf79,2024-12-18T03:18:24Z,"Well, looks like automatic updates are being turned off then. You guys went back on your word, you said deprecation only, not removal. 

Now we know exactly how much to trust you all. "
36339,closed,Deprecate Video Conference Mute in v0.88,2550224366,flyingwolf79,2024-12-18T03:18:56Z,"You know, the absolute least you could do is release it as an unsupported standalone. "
36339,closed,Deprecate Video Conference Mute in v0.88,2550247706,chjohans,2024-12-18T03:39:11Z,"This is horrible horrible HORRIBLE news! :(

I was just waiting for this, even when ""promised"" it wouldn't happen, as this is just how big arrogant companies do things!
"
36339,closed,Deprecate Video Conference Mute in v0.88,2550835078,BenedekFarkas,2024-12-18T09:36:16Z,"> Well, looks like automatic updates are being turned off then. You guys went back on your word, you said deprecation only, not removal.
> 
> Now we know exactly how much to trust you all.

My thoughts exactly. This is very disappointing.

EDIT: Isn't this because v0.87 broke this feature (at least for me it doesn't mute the mic anymore) and you can't or don't want to fix it? v0.86 works fine."
